What kind of limitations exist in keeping copies of the Wayback Machine?,out-of-domain
What year did the flex vacancy rate drop to 15.20%?,out-of-domain
The MP3 standard allows encoders to have a lot of freedom with which aspect of encoding?,out-of-domain
"If a technical institute is affiliated with a local university, what does its designation become?",out-of-domain
Who stated that sites not on Open Directory were still being saved but would not be released until the Archive was reindexed?,out-of-domain
"What appointment did Eisenhower receive on June 23, 1942?",out-of-domain
What is separated from the cellulose fibres?,out-of-domain
Where is Freedom Monument?,out-of-domain
What are chromatophores used for?,out-of-domain
What is the only design element in German Gothic cathedrals?,out-of-domain
Why are species can be difficult to classify because they?,out-of-domain
What investiture featuring Prince Charles was televised in the late 1960s?,out-of-domain
How many people gathered in protest at these two buildings?,out-of-domain
What teachings does Ummah refer to when used in a cultural sense?,out-of-domain
How much did Germany pay in reparations to the Israeli state?,out-of-domain
What was initiated with sound accounts?,out-of-domain
How did natives and Africans come to know each other?,out-of-domain
What kind of cost does the Secretary not cover?,out-of-domain
What did Barthelemy Boganda establish in September 1940?,out-of-domain
When did the Royal Institute and ARB reach accord on a conflicted body of criteria?,out-of-domain
How did Estonians view the demographic change of less ethnic Estonians?,out-of-domain
How is the first letter of a first-person pronoun handled mid sentence in English?,out-of-domain
Who broadcasts the Premier League's games in the United States?,out-of-domain
What is a major illegal source of income in Turkey?,out-of-domain
Which tree species has become a problem for Galicia?,out-of-domain
When was Paul Vi's Ecclesiae Sanctae issued?,out-of-domain
A conceptual data model in separate from the choice of what?,out-of-domain
Who did aircraft drop supplies to isolated units until they could be relieved?,out-of-domain
Several torchbearers said what two things should not be combined?,out-of-domain
What is the second round of coffee called in Italian?,out-of-domain
When were changes applied to the DIN system?,out-of-domain
What was the total cost of the Sui-Yu Expressway?,out-of-domain
What does the gymnast do during the 10 bounces.,out-of-domain
development of the methods used in ancient printed circuit boards started when?,out-of-domain
How long did Cerón spend on Los Jardines?,out-of-domain
What country has been involved in major confrontations among powers?,out-of-domain
What doctrine did Roosevelt give for submarines against Japan?,out-of-domain
Who built the western towers of the abbey?,out-of-domain
"Over which years did the ""War of the Speeds"" last? ",out-of-domain
On what day of the year did King George III die?,out-of-domain
"In 1910, how many Dominicans were actively engaged in Order work?",out-of-domain
How many students boycott The University of Erfurt?,out-of-domain
On what date was the Billboard easy listening chart first published?,out-of-domain
How much can IP be duplicated without diminishing the original?,out-of-domain
What was developed that has allowed archaeologists to read contemporary records and inscriptions?,out-of-domain
What kind of an oath do Masons refuse to take when they join?,out-of-domain
When did the confinement of Moroccan Jews in mellahs begin?,out-of-domain
When did the British take control of Indian and Pakistan?,out-of-domain
The trophy is based on Four Lions associated with what?,out-of-domain
What do Jehovah Witnesses believe of God's kingdom?,out-of-domain
What does diagnosis of an infectious always involve ignoring?,out-of-domain
What state are the Green Mountains located in?,out-of-domain
Which three states was Hyderabad state divided into?,out-of-domain
What did Charles James Fox translate?,out-of-domain
What can resources have to connect to other resources?,out-of-domain
Where is WPXD channel 13 based?,out-of-domain
"Encyclopedias in the 18th century tended to focus more strongly on what topics, rather than theology?",out-of-domain
On what subject is one of Avicenna's treatise based on?,out-of-domain
What was animal sacrifice considered to be as part of the emergence of modern humans?,out-of-domain
In which year did the Island Store close a week later than normal due to inventory shortages?,out-of-domain
Why is xenon gas widely used?,out-of-domain
What was the criticism of judge Mohammad NAgi Shatata sentence of 188 member of Muslim Brotherhood for assaulting police station?,out-of-domain
How many citizens of Thuringia are over the age of 65?,out-of-domain
Who created a vaccine to treat United States Encephalitis?,out-of-domain
What tower was built in the late 18th century?,out-of-domain
Name a smaller newspaper?,out-of-domain
What is incluced into a new pluricentric language?,out-of-domain
What did Aristotle define as distinct from matter?,out-of-domain
Why does inert gas reduce efficiency?,out-of-domain
What did France retain in India?,out-of-domain
Who officially awarded the pope the Balzan Prize?,out-of-domain
What is the civil court precedent also known as?,out-of-domain
What would someone in Belgium call the variation of Dutch spoken in Flanders?,out-of-domain
What new agency did Bush create after 9/11?,out-of-domain
What popular events that place in New Haven Green area?,out-of-domain
"Besides Jones Hall, what other organization is housed in the Movie District?",out-of-domain
What did Darwin understand the universe as?,out-of-domain
What group of ancient Jews could have as many wives and horses as they wanted?,out-of-domain
In 1925 what incident by the crowd caused the closing of the stadium?,out-of-domain
What group evacuated its volunteers to Cameroon in January 1997?,out-of-domain
What are inside male testes?,out-of-domain
Who was the first to provide accurate descriptions of the nervous system?,out-of-domain
Who composed music for 'Munich'?,out-of-domain
Decisions of the Dutch Supreme Court are called what?,out-of-domain
What doesn't mean the same as robbery or illegal violence at sea?,out-of-domain
What were the invading Arab armies aim?,out-of-domain
What type of Doctor Program is offered at BYU?,out-of-domain
In which series of battles did Napoleon eliminate the forces of Piedmont from the war?,out-of-domain
Who strongly believed Changchub Gyaltsen wanted to restore the glories of its Imperial age to Tibet?,out-of-domain
On what date did the Dean and Chapter announce that work would not be continued?,out-of-domain
What was the name of the Philippines nation?,out-of-domain
What type of agent is zync useful as against prostate cancer?,out-of-domain
Who had bought the now bankrupt farms?,out-of-domain
Would linguistic differences make it difficult or easy to point out someone who moved from a different region of the Netherlands?,out-of-domain
Who invaded Hungary in 1956?,out-of-domain
In what form is the output of a logical database design?,out-of-domain
"The choice of seals, or chamber geometry ,for example impact a pump. Together these are options are called what?",out-of-domain
"What does Rule XII, clause 6 grant the Inspector General?",out-of-domain
Have studies on the genetics of the Ashkenazim come to similar or divergent conclusions regarding the degree and sources of their European ancestry?,out-of-domain
"Harff and Gurr's definition of genocide included the promotion and execution of what, by a state or its agents?",out-of-domain
Who works against corruption in India?,out-of-domain
What foreign city holds a branch campus of BYU?,out-of-domain
"Along with pink eye and influenza, what other health issue was caused by the drought?",out-of-domain
What percentage of Dell electronics from the previous six years were recycled?,out-of-domain
In what year did Ferguson publish An Essay on the History of Civil Society?,out-of-domain
Who is the current Headmaster?,out-of-domain
What month and year was the black shirt replaced?,out-of-domain
Which government awards the Order of the Bath?,out-of-domain
Oral traditions allowed what to become formalized in human cultures?,out-of-domain
What was the murders of the missionaries called?,out-of-domain
What group ultimately sponsored the Tuvalu water resources policy?,out-of-domain
What is another name for amazonite?,out-of-domain
How was migration developed?,out-of-domain
"In the Marvel Universe, the public treated conferred what response on the Fantastic Four?",out-of-domain
What happened four years after the introduction of the World Wide Web?,out-of-domain
What document was changed to cause a change in government?,out-of-domain
What name was first used in 1712?,out-of-domain
Countries with more than one supreme court may divide their primacy by what factors?,out-of-domain
Besides adults what segment of the southern US population was involved in the harvesting of cotton?,out-of-domain
"As of June 2009, the Brookings Institution reports that traditional banking system does not have enough of what to close the lending gap?",out-of-domain
What numbers are used in Binary information coding?,out-of-domain
 Why is the Gospel of John said at the end of Christian Mass?,out-of-domain
What only happens in a formal setting?,out-of-domain
Who was the winner of the 2014 Nobel prize in literature?,out-of-domain
What boat was Rassmann on?,out-of-domain
When were six employees found dead in a restaurants freezer?,out-of-domain
What is the term for corruption by individuals?,out-of-domain
What has served as a school of writing for many authors?,out-of-domain
What is the average high temperature in El Cajon in August?,out-of-domain
What policy was established in April 1927?,out-of-domain
When did commercial sea hunts on Norfolk Island stop operating?,out-of-domain
"What organization did the US Air Force adopt ""Challenge Coins"" from?",out-of-domain
What is the goal of protecting National Parks from roads?,out-of-domain
Which contestant thought about leaving the contest because of pain in his kidney?,out-of-domain
What empire dominated in the south of India in the 13th century?,out-of-domain
When did Tribhuvan die?,out-of-domain
Who directed the armistice negotiation for the Chinese?,out-of-domain
On what plain is New Delhi located?,out-of-domain
in 1720 what % of  import goods were from India? ,out-of-domain
"What is the national motto ""In God We Trust"" officially known as?",out-of-domain
In what areas of philosophy did Hume become a major figure?,out-of-domain
What was the slogan of this takeover?,out-of-domain
How many members are there in the Conseil de Paris?,out-of-domain
What group of people increased by 583?,out-of-domain
What was the final phase of neoclassicism,out-of-domain
In what year did e-learning jump 14 times over traditional leaning?,out-of-domain
What Does Augustine call memory in Confessions 11.26?,out-of-domain
What party withdrew its support for the SNP?,out-of-domain
Which Spanish team did Barcelona defeat to win the Supercopa de Espana?,out-of-domain
What bank spent time as being the tallest building in San Diego?,out-of-domain
"During the breakup of Pangaea, what sea was created?",out-of-domain
What kind of comments does Charles Gibson use when in a difficult interview?,out-of-domain
What book describes Lord and Lady Baden-Powel's visit?,out-of-domain
What is described as having many major dimensions?,out-of-domain
Who incorporated Chicago music into some of their work?,out-of-domain
Which road meets the steps of the Cathedral of Saint John the Divine?,out-of-domain
What percentage of Polish Jews were killed during the Holocaust?,out-of-domain
How many staff members did Imperial claim to have in 2014?,out-of-domain
What two people discovered the electrochemical properties of zinc?,out-of-domain
What group did the Slavs largely avoid?,out-of-domain
In what way can Neutral triatomic hydrogen exist?,out-of-domain
What happens to children with congenital insensitivity to pain?,out-of-domain
Which long didactic hexameter poem did Virgil work on for several years?,out-of-domain
What insurance company is located in downtown Detroit?,out-of-domain
When was the production of silver coins suspended?,out-of-domain
Would it be easy or difficult to classify organims that eat parasites in a food pyramid?,out-of-domain
To whom was Mary dedicated while still in the womb?,out-of-domain
What accounts for more than 10% of wood pulp?,out-of-domain
What's the name of Samoa's capital?,out-of-domain
How much water does the Alps provide to lowland Europe?,out-of-domain
Which singer used Trident studios in addition to Queen and the Beatles?,out-of-domain
What was the first type of government that Libya had?,out-of-domain
Which explorer first saw the Marshall Islands?,out-of-domain
Which 1966 conference did geologists Richard Borshay Lee and Irven DeVore attend?,out-of-domain
What highly energetic culture is in some concentrated mountain areas in the winter?,out-of-domain
"How much snow did Charleston's Airport recieve on December, 23 1998?",out-of-domain
What cuisine is fresh grilled lobster an example of?,out-of-domain
How many German bombs hit their target?,out-of-domain
What did a Lebanese publication call the Arabs following Nasser's death?,out-of-domain
What period in Asia was full of an appreciation for earlier cultures?,out-of-domain
Whose technology did Apple take advantage of when introducing the Macintosh I?,out-of-domain
How many crimes in 18th century London could result in the death penalty?,out-of-domain
What lifestyle element changed significantly from the paleolithic to the neolithic era?,out-of-domain
What is a way of improperly using rest for those traveling?,out-of-domain
"What document was rejected on December 5, 1936?",out-of-domain
Scientists and local governments were competing for what?,out-of-domain
Name a popular series of boxing films?,out-of-domain
How is information lost in a relational system?,out-of-domain
"In which district is ""Virgil's tomb"" located?",out-of-domain
How long was the route in India in miles?,out-of-domain
Who became sister labels to ABC Records?,out-of-domain
Who produced Rabbit of Seville?,out-of-domain
Perseus fought the Romans in what war?,out-of-domain
What are the DNA sequences from which ribozymes are transcribed known as?,out-of-domain
What is the name of the commission who concluded the financial crisis was avoidable?,out-of-domain
In what year did Louis Greig begin playing tennis?,out-of-domain
Where did the US buy land from in the Gadsden Purchase?,out-of-domain
What is the average weekly wage in Manhattan?,out-of-domain
How many cabinet positions are appointed by women?,out-of-domain
In what time period did the genocide of Greeks take place?,out-of-domain
"What priority were violent crimes in the 1990s, according to the FBI?",out-of-domain
What kind of condition is asthma?,out-of-domain
Birds eat what pigment that causes them to look green?,out-of-domain
What did the elite use instead of spells and potions to redress a wrong?,out-of-domain
What is one of Israel's most important culturural institutions?,out-of-domain
Which group was created after a Senate hearing on comic books content?,out-of-domain
What is a modern common occurence with antibiotics?,out-of-domain
Whose energy levels are lower than the electrons in the electroluminescence process?,out-of-domain
Who spoke to station KPIX-CBS5 about the bridge banner protests?,out-of-domain
What is a prominent example of a movement which crosses over denominational lines?,out-of-domain
"What day did Beyonce release her single, Formation?",out-of-domain
What type of water is best for making pale lager?,out-of-domain
Who used Codd's paper at Berkeley to improve a geographical database?,out-of-domain
Who is the most popular member of System of a Down?,out-of-domain
Who discovered that more people reading newspapers resulted in higher political accountability?,out-of-domain
What was Ruskin's career? ,out-of-domain
What private examination do students sit for at the end of senior secondary?,out-of-domain
What does the Mario Vila Verde bridge cross?,out-of-domain
Which automobile magazines are based from Ann Arbor?,out-of-domain
How many albums have The Greenleafs produced?,out-of-domain
Who composed the Concerto in C Major Op 3 6?,out-of-domain
What were Open Firmware-based PCI Macs used as a convenience because of?,out-of-domain
What is the creative side of anthropology?,out-of-domain
How long did it take for the world to establish 29 schools of higher education?,out-of-domain
What was the stylized name for the gamercard called?,out-of-domain
What was used to hide debts?,out-of-domain
What was introduced during the first Digimon anime?,out-of-domain
previous generations typically praciced a more lenient position in regard to what?,out-of-domain
What university has the largest Native American enrollment in the US?,out-of-domain
What type of antenna would most likely be a half a wavelength long?,out-of-domain
Did the country have lasting monarchs?,out-of-domain
Who runs Paris' oldest theater today?,out-of-domain
Who implemented reforms to reduce the Fujiwara's influence on government?,out-of-domain
What portion of the biosphere would be devastated absent the complex pollination role of insects?,out-of-domain
What do cognitive neuroscientists believe memory is?,out-of-domain
What happened to loyal Roman Catholicism priests?,out-of-domain
What was the total amount of the rescue package taken from Greece?,out-of-domain
Which philosophy was a great influence on the Legislative branch of government?,out-of-domain
What market did the Genesis target?,out-of-domain
What is there evidence of in Alexander Byrd Land and Marie Island?,out-of-domain
"Of incandescent lights, fluorescent lights and LEDs, which has the best color-rendering performance?",out-of-domain
"According to opponents of the death penalty, what does the death penalty strengthen?",out-of-domain
What are written to the right of the preceding consonant?,out-of-domain
What are the last six rounds called?,out-of-domain
How tall are the mountains in Maine?,out-of-domain
"Hyderabad has India's second biggest film production industry, what is it called?",out-of-domain
Where was the Kalb tribe based?,out-of-domain
Who is the current Master of the Order?,out-of-domain
Why were the artists not initially inspired?,out-of-domain
When did the Romans say that Christianity was true? ,out-of-domain
What is Raleigh not part of?,out-of-domain
When was the Sanctus bell cast?,out-of-domain
Who says that objects existin incompletely in the past present and future?,out-of-domain
When did Madrid get it's own anthropological society?,out-of-domain
Where was the The Maratha Empire centralized?,out-of-domain
What does federalism mean in Europe? ,out-of-domain
When does assention by commission occur today?,out-of-domain
Children were taught to memorize facts through methods that originated during which time period?,out-of-domain
What region does Ireland belong to? ,out-of-domain
When did the Internet Archive leave California?,out-of-domain
Who can no longer design a large structure?,out-of-domain
Which was the first battle fought by Chihuahua?,out-of-domain
Who preceded George of Cappadocia?,out-of-domain
In what century was Christianity introduced?,out-of-domain
What term is used to describe the history of DNA?,out-of-domain
What well known treaty would eventually would grant West Prussia to Poland?,out-of-domain
What do Orthodox Jews turn to for guidance and practical application of jewish law?,out-of-domain
What part of the Red Army did the communists join in 1991?,out-of-domain
How many centimeters of rain fall on Miami annually?,out-of-domain
Who initially had control over the Sabines?,out-of-domain
Where had Napoleon advanced to when he received word that Paris was lost?,out-of-domain
What thoroughfare in New Haven features the only highway tunnel in Connecticut?,out-of-domain
In what language does voiceless velar airflow not exist?,out-of-domain
How long did germans have to relocate from the baltic states before the amendment of secret protocols?,out-of-domain
"Now pronounced Ki-To in Mandarin, how were the characters originally pronounced?",out-of-domain
What is the legislative branch called?,out-of-domain
What can cause that reaction?,out-of-domain
What type of ceilings became commonplace?,out-of-domain
"Most of the churches in Korea carry the same name, what is it?",out-of-domain
When is Tucson's city council general election?,out-of-domain
What kind of dramas used exclusively the Sanskrit language?,out-of-domain
The population of Greater London in January 2015 was its greatest since what year?,out-of-domain
What causeway connects South Beach with Uptown?,out-of-domain
When did Britain sign the Washington Naval Treaty?,out-of-domain
What group oversees the Prime Minister?,out-of-domain
What was the Burmese official decision concerning the legitimacy of National League for Democracy in 2010 ?,out-of-domain
What attributes do different cultures have?,out-of-domain
Who was able to spread the idea of equality among all without any words?,out-of-domain
In what year was the Emancipation Proclamation written?,out-of-domain
What university is known as BUY?,out-of-domain
What new type of armor replaced the old?,out-of-domain
WHo would pay for expenses during travels or the royal courts?,out-of-domain
How many votes did Buhari get?,out-of-domain
Who funds The Southwestern Interdisciplinary Law Review?,out-of-domain
Where does the Arena Football League rank amongst professional football leagues in North America by longevity?,out-of-domain
How many rivers run through Hanover?,out-of-domain
"Which two wrote Cultural studies [were] grounded in a pragmatic, liberal-pluralist tradition?",out-of-domain
"What kind of style is now confined to the ""Court and Social"" page of The Times when referring to the use of courtesy titles?",out-of-domain
The Concodat restored significant power to what position?,out-of-domain
What breed was Laika?,out-of-domain
Whose salaries were being reimbursed in private religious schools?,out-of-domain
What was reduced by forty-eight minutes and ten seconds?,out-of-domain
"According to the census survey carried out between 15 June and 31 July 2004, what was Uruguay's population?",out-of-domain
How many seasons did Dale Sveum spend with the Cubs before getting fired?,out-of-domain
What did Sharpton do the next day after losing in Nevada?,out-of-domain
When was a cable link added to the dorms?,out-of-domain
How does emotional speech processing determine a user's emotional state?,out-of-domain
What is the Zeigarnik effect?,out-of-domain
What document dated in 1241 contains place and family names?,out-of-domain
Nintendo required what from its software developers?,out-of-domain
What school disagreed with the principles of the Mimamsa school?,out-of-domain
What does a praying mantis use to build its home?,out-of-domain
What 1683 work resulted in the standard use of tripartite periodization?,out-of-domain
What decade didn't Dell sell electronics through big box stores?,out-of-domain
When were the oldest scenes in St. Mark's mosaics completed?,out-of-domain
"During the 1980s and 1990s, how many people were killed annually because of dog bites?",out-of-domain
At what rate is standard 50mm photographic film exposed and projected?,out-of-domain
What was a common theme to post-punk music?,out-of-domain
What might happen in a restrictive state even if you do have access to the youtube site itself?,out-of-domain
What new residential powers did the FBI now have?,out-of-domain
Who never conducted a study on comprehensive schools?,out-of-domain
What declaration ended a no-fly zone over Libya?,out-of-domain
What is the name of Atticus' client in the rape trial?,out-of-domain
Most major airports provide commercial outlets for what?,out-of-domain
What was the toalt number of legal ennoblements thoughout history of poland and polish commonwealth,out-of-domain
"After the fall of Napoleon, many countries retained what system of law?",out-of-domain
Where is Western Europe's largest Jewish community?,out-of-domain
Orlam clans crossed which river to migrate to Namibia?,out-of-domain
What is the Portuguese term for ordinary laws?,out-of-domain
Who used motorised two-gun sections?,out-of-domain
Which kind of wood contains lignin derived from two main alcohol sources?,out-of-domain
What industry did Kanye turn to after taking a break from recording music?,out-of-domain
When may prednisone also be helpful in spirometry?,out-of-domain
"What did the UK, France and Israel intend to do to Nasser?",out-of-domain
The larger part of the cerebellum in mammals is called what?,out-of-domain
In which case are parties not likely to gain power on their own?,out-of-domain
Where was the Massey conference held?,out-of-domain
What was the U.S. Navy considered before 1903?,out-of-domain
What is the official currency of the Marshall Islands?,out-of-domain
When was the armistice agreement finally signed?,out-of-domain
Who scored the first ever goal for the Premier League,out-of-domain
How much was the NBC broadcasting deal with the Premier League worth in 2015?,out-of-domain
What behavior did humans rely on to survive before agriculture?,out-of-domain
In what month of 1945 did the Second World War end?,out-of-domain
What airport has a tram that takes people through the concourses and baggage claim?,out-of-domain
What is the population growth rate of Somerset county ,out-of-domain
"What letter represents the sound native English speakers often use for Dutch names with ""ij"" or ""ei"" in them?",out-of-domain
What type of town is Swakopmund?,out-of-domain
What are areas of bare skin on the abdomen or breast of incubating birds?,out-of-domain
When did Wembly stadium open? ,out-of-domain
What is a primary interest to prospective NPO employees?,out-of-domain
In what siege was Suleiman the Magnificent stopped when attacking Vienna in 1532?,out-of-domain
When did Seattle have hurricane type winds and heavy rains?,out-of-domain
How much did the Red Cross collect in donations?,out-of-domain
What skills would have made others more suspicious that Mohammad was getting his revelations in the way he said?,out-of-domain
The only constitutional limit on the Supreme Court's power to set jurisdiction relates to which body?,out-of-domain
What Canadian province lies north of the Great Plains?,out-of-domain
"By 2013, how many did Madonna's Raising Malawi organization built?",out-of-domain
The Premier League broadcasts in 643 territories to how many million homes?,out-of-domain
What cultures were evident in the 16th century?,out-of-domain
What song  by West was debuted in December 2015?,out-of-domain
What 18th century German school has no criticisms?,out-of-domain
What was Detroit's 2010 Hispanic population?,out-of-domain
In what country other than the U.S. did Bell try to patent his telegraph?,out-of-domain
Where was Siddhārtha Gautama born?,out-of-domain
What album is the showcase song Van Halen from?,out-of-domain
How did the federal agencies differ from their English counter-parts?,out-of-domain
"Where did Napoleon III meet Victoria and Albert, before accompanying them to Paris?",out-of-domain
"When Weld was re-elected governor, how much of the vote did he get?",out-of-domain
How many times did Jesus predict his own death?,out-of-domain
What are Moraines?,out-of-domain
What groups are cited as being considered heretical by the Church before the 11th century?,out-of-domain
Does Paris see snow?,out-of-domain
What researchers conducted a study in the early part of May 2014?,out-of-domain
Where did Dell move its call centers?,out-of-domain
Who did John Rut write a letter to in 1527?,out-of-domain
The high diode constant of glass may not be favorable for what?,out-of-domain
How did other news outlets report on Lord Kilbracken's words?,out-of-domain
What did Aristotle present the first philisophical argument for?,out-of-domain
When did Mac OS X experience a large increase in malware attacks?,out-of-domain
Who was the god of wine?,out-of-domain
What is the only film to have a higher ticket sale in Paris than Spectre?,out-of-domain
Warner resolved the dispute by buying whose shares?,out-of-domain
Why are there differences in modern copies of the same text?,out-of-domain
When did the U.N. vote to adopt the Sustainable Development Goals?,out-of-domain
The newer constitution divide power among what branches of government?,out-of-domain
"What is day-to-day, operational law considered?",out-of-domain
 What type of teaching is rejected at Indian madaris?,out-of-domain
What format did child comics begin to be published in?,out-of-domain
How did the reforms of Britains voting system affect the House of Commons? ,out-of-domain
What did Koch believe was similar to bovine tuberculosis?,out-of-domain
What Roman assembly elected both magistrates and censors?,out-of-domain
"what unusual single did derrick may release, featuring a darker strain of house?",out-of-domain
What happened to Georgian politics as a result of the attack?,out-of-domain
What political group has a disproportionately large number of Protestants?,out-of-domain
What architectural style had less isolated features?,out-of-domain
What purpose did Philadelphia serve while D.C. was under construction?,out-of-domain
 Who was the earliest known northern music artist?,out-of-domain
How many men did the Russians lose after three hours?,out-of-domain
The Statue of Liberty is taken care of by what organization?,out-of-domain
"Along with coal and grain, what was the most important import in 18th century Plymouth?",out-of-domain
Was Menzies for or against nationalizing the banking system in Australia?,out-of-domain
 What non-nanocrystals possess unique optical properties?,out-of-domain
What are Islamic schools also known as?,out-of-domain
Which planet is compositionally similar to Neptune? ,out-of-domain
What does the Great Appalachian Valley do?,out-of-domain
What percentage of music sales do MP3s make up?,out-of-domain
Which country had the slowest criminal justice system in Western Europe in 2005?,out-of-domain
Why were foxes originally hunted?,out-of-domain
Why have poachers killed endangered animals?,out-of-domain
When did Confederate forces bombard Fort Sumter?,out-of-domain
When were words borrowed from the Germanic languages?,out-of-domain
What century saw the end of the Northern Crusades?,out-of-domain
When did the biggest achievement in Christian mosaics take place?,out-of-domain
In what year did Tucson get the least rain?,out-of-domain
What was not a problem for early carbon filaments?,out-of-domain
In what year did western democracies start to decline?,out-of-domain
How many Pillar industries were there from the 1960s to the 1980s?,out-of-domain
What is the secretary of State in Italy?,out-of-domain
What type of motor is used?,out-of-domain
In which year was El Paso del Norte found?,out-of-domain
What was the 2009 Golden Globes award show considered to be?,out-of-domain
Stewart felt the court was not responsibly aided by the uncritical invocation of what?,out-of-domain
What year did the Battle of Bear Paw happen?,out-of-domain
How did each translator of the Bible die in Alexandria?,out-of-domain
"In 2006, what prompted the women's football team coach, Jenny Haigh, to resign?",out-of-domain
 What was established in 1913?,out-of-domain
What is the primary source of rain in the Sahara?,out-of-domain
What is one of the countries that supported the inclusion of political killings in the early version of the Convention?,out-of-domain
When did Alexander ask to see Athanasius? ,out-of-domain
What factor lead to a increase in department store shoppers?,out-of-domain
Since when have CPUs been constructed with a microprocessor?,out-of-domain
What is the potential TV audience of the UEFA league?,out-of-domain
Where did Whitehead accept administrative positions?,out-of-domain
How long is Thuringian primary school banned?,out-of-domain
"Peter Fraser and Edward Sterling, two noted The Times journalists, gained what nickname for themselves?",out-of-domain
Whose biography did Burke write?,out-of-domain
Who was the pastor of the earliest Christian church?,out-of-domain
Hawaii lays far to the north east in what ocean?,out-of-domain
"At low density, what is expected of strange matter?",out-of-domain
" According to Tabak, what percentage of habeas corpus petitions were granted to death row inmates between 1978 and 1993",out-of-domain
What place is she tied for in songwriting credits?,out-of-domain
Who produced the contents of World Three?,out-of-domain
Who was allowed to teach a liberal Bible interpretation?,out-of-domain
How many artifacts from all over the world does the British Museum have on display?,out-of-domain
How many green housing facilities does the Allston green District contain?,out-of-domain
When was the system of coroners first introduced?,out-of-domain
Who helped Lutherans understand the charismatic movement in the 1960s?,out-of-domain
What happened since 1979?,out-of-domain
What is another name for Ingvaeonic?,out-of-domain
Usual data values in an interface can be used to explain what?,out-of-domain
What kind of relationship do some scholars believe exists between Isis and Mary?,out-of-domain
"Along with the Renaissance, what era occurred at the end of the Middle Ages?",out-of-domain
Who wasn't interested during the initial punk era?,out-of-domain
What road does the Südschnellweg start out as?,out-of-domain
Who agreed to the execuation of the eunuchs?,out-of-domain
Who owned the Tottenham Hotspur in 1913?,out-of-domain
Often the water in wood makes it more pliable and what else?,out-of-domain
What kind of motor can employ both AC and DC?,out-of-domain
The Sporades islands are located where?,out-of-domain
When was the Type-C Specification 1.0 finalized?,out-of-domain
How much of the proposed act must be currently read aloud on St John's Day?,out-of-domain
When did Ireland first close comprehensive schools?,out-of-domain
Which four countries can share communications with the U.S. IC?,out-of-domain
What did Pushkin reject from older Russian?,out-of-domain
What position was Michael Foot noted to occupy in government?,out-of-domain
Who was Feynman's wife?,out-of-domain
What was the declaration of independence of the provinces from Philip II called?,out-of-domain
What are most prokaryotic genes organized into?,out-of-domain
Where do young people not get informal education?,out-of-domain
The people that lived in the British Isles during the Roman Empire era spoke which language?,out-of-domain
What transmission standard did the UK start using in December 2009?,out-of-domain
The RHT is an abbreviation for what?,out-of-domain
What city had a large Polish population in 1937?,out-of-domain
Approximately how many residents of Santa Monica rent their property?,out-of-domain
What is not subject to rigorous attempts at falsification? ,out-of-domain
Why are annelid fossils common?,out-of-domain
Who elects one non-voting delegate to the United States House of Representatives?,out-of-domain
How did many African Americans feel after the abolition of slavery?,out-of-domain
What changed from religious services to private churches?,out-of-domain
Lee modeled the character Atticus after what laywer?,out-of-domain
In what bay were the first mooring buoys installed?,out-of-domain
What year was Queen's second album released?,out-of-domain
Which mountain marked the starting point of the Tennessee border described by the state constitution?,out-of-domain
What was the designation name of the Sperry device in the US?,out-of-domain
What was the capital city in the North?,out-of-domain
What is the largest calibre ground-based air defence guns?,out-of-domain
What did the forum express for Morales and his proposed changes?,out-of-domain
In what central New Haven location did protesters of the Black Panther trials congregate?,out-of-domain
What year did Dell plan to sell PCs at retailers?,out-of-domain
What term describes the overall US strategy in the Pacific in WWII?,out-of-domain
What type of learning did the early Manchu leaders respect?,out-of-domain
By what means did locale people travel between Pacific islands?,out-of-domain
What type of capacitor is commonly used in electric motor circuits?,out-of-domain
Who first suggested the existence of discrete inheritable units?,out-of-domain
What is an sRGB image file commonly called?,out-of-domain
What type of testing comes before alpha testing?,out-of-domain
What will be established in 2023?,out-of-domain
What are 'friendlies' for charity usually called in the UK?,out-of-domain
What objects do musicians have to have in order to play woodwind instruments?,out-of-domain
What is no pathogen load associated with?,out-of-domain
Himachal is?,out-of-domain
Which general tried to seize Charles Town before the American Revolution?,out-of-domain
What was discovered as the result of both Columbus' and da Gama's voyages?,out-of-domain
Who has abandoned the term Near East?,out-of-domain
What language is ἰδεῖν?,out-of-domain
Which government's Ministry of Defence is mentioned here?,out-of-domain
In which year was the study published that found biodiversity and genetic diversity are codependent?,out-of-domain
What other type of architecture also made use of the pointed arch?,out-of-domain
What event caused people to misname Antarctica?,out-of-domain
In what book did Popper seek to explain the process of literary knowledge?,out-of-domain
 How many Africans were killed in the attack?,out-of-domain
Does Florida benefit from taxes,out-of-domain
Succession to the throne was determined by what clan?,out-of-domain
How many people were single in Bern in 2000?,out-of-domain
What was Phillip's coronation song?,out-of-domain
The cooperative space program was passed on what date?,out-of-domain
The Irish monarch is the head of state for all parts of the isles except?,out-of-domain
What is one design element of Gothic construction that is always terminated by small pinnacles?,out-of-domain
What type of system did he develop?,out-of-domain
Why does translation cause such issues among different cultures?,out-of-domain
When did the CEO go on trial?,out-of-domain
Who was Derby's replacement?,out-of-domain
What was the intention behind the passage of the Beer Act of 1830?,out-of-domain
How much precipitation does Juneau receive each month?,out-of-domain
 Where was the mandolin built by Giuseppe Vinaccia destroyed?,out-of-domain
